CT Image,MR Image
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct641.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri641.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct642.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri642.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct643.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri643.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct644.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri644.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct645.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri645.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct646.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri646.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct647.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri647.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct651.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri651.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct652.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri652.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct653.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri653.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct654.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri654.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct655.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri655.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct656.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri656.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct657.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri657.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct661.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri661.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct662.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri662.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct663.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri663.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct664.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri664.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct665.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri665.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct666.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri666.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct667.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri667.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct671.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri671.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct672.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri672.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct673.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri673.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct674.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri674.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct676.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri676.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct677.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri677.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct681.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri681.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct682.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri682.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct683.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri683.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct684.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri684.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct685.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri685.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct686.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri686.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct687.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri687.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct691.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri691.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct692.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri692.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct693.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri693.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct694.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri694.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct695.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri695.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct696.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri696.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct697.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri697.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct701.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri701.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct702.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri702.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct703.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri703.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct704.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri704.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct705.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri705.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct706.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri706.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct707.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri707.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct711.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri711.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct712.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri712.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct713.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri713.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct714.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri714.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct715.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri715.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct716.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri716.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct717.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri717.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct721.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri721.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct722.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri722.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct723.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri723.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct724.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri724.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct725.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri725.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct726.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri726.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct727.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri727.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct731.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri731.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct732.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri732.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct733.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri733.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct734.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri734.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct735.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri735.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct736.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri736.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct737.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri737.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct741.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri741.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct742.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri742.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct743.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri743.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct744.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri744.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct745.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri745.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct746.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri746.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct747.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri747.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct751.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri751.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct752.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri752.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct753.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri753.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct754.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri754.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct755.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri755.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct756.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri756.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct757.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri757.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct761.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri761.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct762.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri762.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct763.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri763.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct764.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri764.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct765.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri765.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct766.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri766.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct767.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri767.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct771.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri771.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct772.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri772.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct773.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri773.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct774.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri774.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct775.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri775.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct776.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri776.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct777.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri777.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct781.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri781.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct782.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri782.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct783.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri783.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct784.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri784.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct785.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri785.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct786.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri786.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct787.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri787.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct791.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri791.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct792.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri792.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct793.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri793.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct794.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri794.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct795.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri795.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct796.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri796.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct797.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri797.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct801.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri801.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct802.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri802.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct803.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri803.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct804.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri804.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct805.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri805.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct806.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri806.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct807.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri807.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct811.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri811.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct812.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri812.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct813.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri813.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct814.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri814.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct815.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri815.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct816.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri816.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct817.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri817.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct821.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri821.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct822.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri822.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct823.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri823.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct824.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri824.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct825.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri825.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct826.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri826.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct827.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri827.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct831.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri831.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct832.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri832.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct833.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri833.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct834.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri834.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct835.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri835.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct836.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri836.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct837.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri837.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct841.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri841.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct842.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri842.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct843.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri843.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct844.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri844.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct845.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri845.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct846.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri846.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct847.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri847.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct851.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri851.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct852.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri852.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct853.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri853.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct854.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri854.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct855.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri855.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct856.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri856.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct857.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri857.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct861.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri861.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct862.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri862.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct863.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri863.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct864.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri864.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct865.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri865.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct866.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri866.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct867.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri867.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct871.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri871.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct872.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri872.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct873.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri873.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct874.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri874.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct875.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri875.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct876.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri876.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct877.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri877.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct881.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri881.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct882.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri882.png
/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainA/ct883.png,/content/drive/MyDrive/MiniProject/MiniProject/Dataset/images/trainB/mri883.png
